CPU time (s),GPU time (s), Cycle
0.000682,0.000339,868
0.000682,0.000382,869
0.000681,0.000361,870
0.000681,0.000341,871
0.000682,0.000382,872
0.000683,0.000346,873
0.000683,0.000384,874
0.000682,0.000337,875
0.000682,0.000416,876
0.000681,0.000363,877
0.000682,0.000419,878
0.000704,0.000362,879
0.000702,0.000375,880
0.000700,0.000351,881
0.000703,0.000336,882
0.000703,0.000335,883
0.000701,0.000341,884
0.000702,0.000337,885
0.000701,0.000340,886
0.000702,0.000336,887
0.000703,0.000342,888
0.000702,0.000335,889
0.000700,0.000340,890
0.000702,0.000338,891
0.000701,0.000341,892
0.000700,0.000335,893
0.000702,0.000336,894
0.000701,0.000335,895
0.000700,0.000337,896
0.000702,0.000337,897
0.000701,0.000341,898
0.000701,0.000340,899
0.000701,0.000337,900
0.000707,0.000335,901
0.000682,0.000415,902
0.000682,0.000336,903
0.000683,0.000399,904
0.000682,0.000443,905
0.000681,0.000381,906
0.000683,0.000419,907
0.000682,0.000339,908
0.000683,0.000403,909
0.000682,0.000328,910
0.000682,0.000323,911
0.000682,0.000328,912
0.000683,0.000324,913
0.000682,0.000326,914
0.000682,0.000335,915
0.000682,0.000337,916
0.000682,0.000336,917
0.000683,0.000338,918
0.000682,0.000339,919
0.000682,0.000348,920
0.000683,0.000337,921
0.000682,0.000339,922
0.000682,0.000348,923
0.000682,0.000335,924
0.000682,0.000337,925
0.000682,0.000417,926
0.000681,0.000333,927
0.000680,0.000342,928
0.000682,0.000378,929
0.000682,0.000417,930
0.000682,0.000442,931
0.000703,0.000389,932
0.000694,0.000418,933
0.000701,0.000417,934
0.000681,0.000436,935
0.000682,0.000367,936
0.000683,0.000331,937
0.000682,0.000340,938
0.000682,0.000336,939
0.000682,0.000330,940
0.000682,0.000331,941
0.000681,0.000333,942
0.000682,0.000334,943
0.000682,0.000337,944
0.000681,0.000370,945
0.000680,0.000343,946
0.000681,0.000331,947
0.000682,0.000337,948
0.000681,0.000331,949
0.000683,0.000335,950
0.000682,0.000419,951
0.000682,0.000354,952
0.000682,0.000335,953
0.000682,0.000418,954
0.000681,0.000410,955
0.000682,0.000413,956
0.000682,0.000412,957
0.000682,0.000416,958
0.000682,0.000416,959
0.000683,0.000415,960
0.000682,0.000396,961
0.000683,0.000345,962
0.000683,0.000486,963
0.000683,0.000445,964
0.000682,0.000369,965
0.000682,0.000394,966
0.000703,0.000335,967
0.000703,0.000337,968
0.000703,0.000335,969
0.000701,0.000335,970
0.000701,0.000336,971
0.000701,0.000333,972
0.000701,0.000334,973
0.000702,0.000337,974
0.000702,0.000331,975
0.000700,0.000338,976
0.000700,0.000430,977
0.000682,0.000341,978
0.000682,0.000416,979
0.000682,0.000389,980
0.000681,0.000414,981
0.000680,0.000337,982
0.000682,0.000336,983
0.000684,0.000457,984
0.000681,0.000371,985
0.000682,0.000409,986
0.000683,0.000368,987
0.000682,0.000337,988
0.000681,0.000334,989
0.000682,0.000345,990
0.000682,0.000382,991
0.000682,0.000362,992
0.000681,0.000336,993
0.000682,0.000339,994
0.000681,0.000346,995
0.000683,0.000347,996
0.000682,0.000327,997
0.000680,0.000336,998
0.000681,0.000334,999
0.000680,0.000338,1000
0.000681,0.000332,1001
0.000681,0.000424,1002
0.000681,0.000337,1003
0.000682,0.000337,1004
0.000682,0.000601,1005
0.000693,0.000453,1006
0.000706,0.000338,1007
0.000702,0.000421,1008
0.000681,0.000420,1009
0.000682,0.000420,1010
0.000683,0.000410,1011
0.000683,0.000381,1012
0.000682,0.000333,1013
0.000682,0.000335,1014
0.000682,0.000334,1015
0.000683,0.000337,1016
0.000682,0.000340,1017
0.000682,0.000387,1018
0.000683,0.000367,1019
0.000681,0.000364,1020
0.000681,0.000376,1021
0.000681,0.000368,1022
0.000683,0.000339,1023
0.000681,0.000339,1024
0.000682,0.000336,1025
0.000683,0.000336,1026
0.000682,0.000334,1027
0.000683,0.000331,1028
0.000682,0.000339,1029
0.000682,0.000371,1030
0.000682,0.000341,1031
0.000682,0.000421,1032
0.000680,0.000414,1033
0.000683,0.000420,1034
0.000682,0.000397,1035
0.000682,0.000374,1036
0.000682,0.000383,1037
0.000683,0.000337,1038
0.000681,0.000335,1039
0.000680,0.000338,1040
0.000682,0.000335,1041
0.000682,0.000338,1042
0.000682,0.000334,1043
0.000680,0.000348,1044
0.000682,0.000337,1045
0.000683,0.000339,1046
0.000682,0.000337,1047
0.000683,0.000337,1048
0.000683,0.000336,1049
0.000682,0.000335,1050
0.000681,0.000335,1051
0.000680,0.000395,1052
0.000681,0.000334,1053
0.000682,0.000413,1054
0.000682,0.000334,1055
0.000682,0.000401,1056
0.000706,0.000377,1057
0.000699,0.000427,1058
0.000734,0.000443,1059
0.000737,0.000469,1060
0.000683,0.000456,1061
0.000683,0.000479,1062
0.000682,0.000457,1063
0.000681,0.000479,1064
0.000683,0.000515,1065
0.000685,0.000466,1066
0.000679,0.000453,1067
0.000679,0.000516,1068
0.000685,0.000449,1069
0.000681,0.000447,1070
0.000681,0.000442,1071
0.000684,0.000457,1072
0.000683,0.000575,1073
0.000704,0.000476,1074
0.000727,0.000477,1075
0.000727,0.000611,1076
0.000682,0.000517,1077
0.000681,0.000587,1078
0.000683,0.000576,1079
0.000681,0.000525,1080
0.000680,0.000487,1081
0.000685,0.000554,1082
0.000683,0.000468,1083
0.000683,0.000539,1084
0.000681,0.000569,1085
0.000681,0.000471,1086
0.000682,0.000477,1087
0.000683,0.000534,1088
0.000717,0.000532,1089
0.000718,0.000574,1090
0.000682,0.000474,1091
0.000683,0.000490,1092
0.000681,0.000693,1093
0.000683,0.000535,1094
0.000682,0.000458,1095
0.000683,0.000479,1096
0.000680,0.000524,1097
0.000682,0.000492,1098
0.000682,0.000486,1099
0.000685,0.000479,1100
0.000680,0.000530,1101
0.000683,0.000468,1102
0.000683,0.000470,1103
0.000682,0.000525,1104
0.000682,0.000566,1105
0.000683,0.000519,1106
0.000684,0.000634,1107
0.000683,0.000595,1108
0.000683,0.000506,1109
0.000683,0.000793,1110
0.000682,0.000635,1111
0.000744,0.000530,1112
0.000755,0.000627,1113
0.000683,0.000643,1114
0.000681,0.000524,1115
0.000686,0.000633,1116
0.000683,0.000536,1117
0.000685,0.000535,1118
0.000683,0.000510,1119
0.000684,0.000488,1120
0.000684,0.000524,1121
0.000683,0.000585,1122
0.000685,0.000517,1123
0.000685,0.000497,1124
0.000682,0.000556,1125
0.000684,0.000620,1126
0.000683,0.000511,1127
0.000684,0.000494,1128
0.000684,0.000462,1129
0.000683,0.000504,1130
0.000684,0.000466,1131
0.000682,0.000463,1132
0.000684,0.000463,1133
0.000685,0.000488,1134
0.000683,0.000511,1135
0.000683,0.000501,1136
0.000737,0.000488,1137
0.000723,0.000456,1138
0.000724,0.000461,1139
0.000682,0.000474,1140
0.000683,0.000493,1141
0.000683,0.000496,1142
0.000682,0.000469,1143
0.000685,0.000475,1144
