CPU time (s),GPU time (s), Cycle
0.000779,0.001116,993
0.000685,0.001071,994
0.000682,0.001133,995
0.000777,0.001121,996
0.000681,0.001108,997
0.000684,0.001088,998
0.000682,0.001091,999
0.000770,0.001126,1000
0.000804,0.001121,1001
0.000683,0.001094,1002
0.000767,0.001192,1003
0.000683,0.001101,1004
0.000683,0.001121,1005
0.000682,0.001157,1006
0.000719,0.001096,1007
0.000681,0.001080,1008
0.000682,0.001094,1009
0.000681,0.001073,1010
0.000682,0.001068,1011
0.000683,0.001042,1012
0.000680,0.001048,1013
0.000693,0.001054,1014
0.000682,0.001097,1015
0.000693,0.001077,1016
0.000683,0.001063,1017
0.000686,0.001116,1018
0.000682,0.001091,1019
0.000682,0.001067,1020
0.000683,0.001115,1021
0.000681,0.001070,1022
0.000682,0.001066,1023
0.000683,0.001089,1024
0.000693,0.001063,1025
0.000682,0.001024,1026
0.000680,0.001064,1027
0.000679,0.001076,1028
0.000680,0.001035,1029
0.000687,0.001060,1030
0.000680,0.001093,1031
0.000705,0.001049,1032
0.000683,0.001027,1033
0.000684,0.001052,1034
0.000678,0.001049,1035
0.000680,0.001054,1036
0.000685,0.001072,1037
0.000682,0.001053,1038
0.000692,0.001094,1039
0.000682,0.001032,1040
0.000682,0.001051,1041
0.000683,0.001037,1042
0.000680,0.001079,1043
0.000687,0.001037,1044
0.000680,0.001053,1045
0.000681,0.001046,1046
0.000684,0.001031,1047
0.000679,0.001059,1048
0.000680,0.001038,1049
0.000680,0.001033,1050
0.000680,0.001074,1051
0.000682,0.001029,1052
0.000680,0.001033,1053
0.000681,0.001017,1054
0.000683,0.001036,1055
0.000680,0.001083,1056
0.000684,0.001104,1057
0.000680,0.001046,1058
0.000688,0.001081,1059
0.000681,0.001044,1060
0.000679,0.001036,1061
0.000683,0.001042,1062
0.000682,0.001076,1063
0.000682,0.001056,1064
0.000680,0.001038,1065
0.000690,0.001047,1066
0.000679,0.001039,1067
0.000684,0.001076,1068
0.000680,0.001065,1069
0.000682,0.001057,1070
0.000682,0.001070,1071
0.000684,0.001110,1072
0.000715,0.001073,1073
0.000685,0.001091,1074
0.000679,0.001086,1075
0.000681,0.001065,1076
0.000683,0.001091,1077
0.000683,0.001040,1078
0.000682,0.001116,1079
0.000681,0.001085,1080
0.000684,0.001056,1081
0.000681,0.001043,1082
0.000685,0.001123,1083
0.000687,0.001087,1084
0.000684,0.001083,1085
0.000681,0.001096,1086
0.000696,0.001054,1087
0.000685,0.001111,1088
0.000696,0.001105,1089
0.000683,0.001120,1090
0.000687,0.001078,1091
0.000681,0.001122,1092
0.000686,0.001074,1093
0.000685,0.001113,1094
0.000683,0.001070,1095
0.000693,0.001069,1096
0.000685,0.001071,1097
0.000691,0.001038,1098
0.000682,0.001021,1099
0.000682,0.001017,1100
0.000680,0.001067,1101
0.000683,0.001041,1102
0.000681,0.001053,1103
0.000683,0.001016,1104
0.000690,0.001011,1105
0.000681,0.001026,1106
0.000688,0.001007,1107
0.000683,0.001063,1108
0.000692,0.001057,1109
0.000679,0.001077,1110
0.000679,0.001037,1111
0.000682,0.001045,1112
0.000680,0.001041,1113
0.000688,0.001031,1114
0.000681,0.001044,1115
0.000692,0.001060,1116
0.000680,0.001091,1117
0.000679,0.001033,1118
0.000682,0.001078,1119
0.000685,0.001098,1120
0.000682,0.001107,1121
0.000682,0.001036,1122
0.000681,0.001038,1123
0.000683,0.001054,1124
0.000690,0.001040,1125
0.000679,0.001074,1126
0.000681,0.001065,1127
0.000694,0.001094,1128
0.000681,0.001030,1129
0.000680,0.001074,1130
0.000678,0.001048,1131
0.000682,0.001061,1132
0.000682,0.001086,1133
0.000683,0.001038,1134
0.000686,0.001095,1135
0.000680,0.001049,1136
0.000691,0.001043,1137
0.000678,0.001051,1138
0.000680,0.001028,1139
0.000714,0.001033,1140
0.000681,0.001043,1141
0.000693,0.001039,1142
0.000678,0.001024,1143
0.000679,0.001052,1144
0.000679,0.001026,1145
